index,pair_id,split,sequence_length,protein_chain_id,ligand_chain_id,rhea_id,uniprot_id,reactant_model,product_model,seq_cluster,structure_cluster,combined_cluster
1073,split__P9WEX9__RHEA_19361__01,test,331,A,B,RHEA:19361,P9WEX9,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_254/split__P9WEX9__RHEA_19361__01__reactant/split__P9WEX9__RHEA_19361__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_254/split__P9WEX9__RHEA_19361__01__product/split__P9WEX9__RHEA_19361__01__product_model.cif,294,23,23
1074,split__P9WEX9__RHEA_22408__00,test,331,A,B,RHEA:22408,P9WEX9,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_253/split__P9WEX9__RHEA_22408__00__reactant/split__P9WEX9__RHEA_22408__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_253/split__P9WEX9__RHEA_22408__00__product/split__P9WEX9__RHEA_22408__00__product_model.cif,294,23,23
1075,split__P9WGI9__RHEA_15481__00,train,438,A,B,RHEA:15481,P9WGI9,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_255/split__P9WGI9__RHEA_15481__00__reactant/split__P9WGI9__RHEA_15481__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_255/split__P9WGI9__RHEA_15481__00__product/split__P9WGI9__RHEA_15481__00__product_model.cif,609,594,572
1076,split__P9WIN5__RHEA_44064__00,train,422,A,B,RHEA:44064,P9WIN5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_003/split__P9WIN5__RHEA_44064__00__reactant/split__P9WIN5__RHEA_44064__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_003/split__P9WIN5__RHEA_44064__00__product/split__P9WIN5__RHEA_44064__00__product_model.cif,610,595,573
1077,split__P9WIN5__RHEA_44112__01,train,422,A,B,RHEA:44112,P9WIN5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_004/split__P9WIN5__RHEA_44112__01__reactant/split__P9WIN5__RHEA_44112__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_004/split__P9WIN5__RHEA_44112__01__product/split__P9WIN5__RHEA_44112__01__product_model.cif,610,595,573
1078,split__P9WLH5__RHEA_24456__01,train,364,A,B,RHEA:24456,P9WLH5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_006/split__P9WLH5__RHEA_24456__01__reactant/split__P9WLH5__RHEA_24456__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_006/split__P9WLH5__RHEA_24456__01__product/split__P9WLH5__RHEA_24456__01__product_model.cif,611,596,574
1079,split__P9WPF1__RHEA_43452__00,train,393,A,B,RHEA:43452,P9WPF1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_007/split__P9WPF1__RHEA_43452__00__reactant/split__P9WPF1__RHEA_43452__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_007/split__P9WPF1__RHEA_43452__00__product/split__P9WPF1__RHEA_43452__00__product_model.cif,612,597,575
1080,split__P9WPF1__RHEA_44284__01,train,393,A,B,RHEA:44284,P9WPF1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_008/split__P9WPF1__RHEA_44284__01__reactant/split__P9WPF1__RHEA_44284__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_008/split__P9WPF1__RHEA_44284__01__product/split__P9WPF1__RHEA_44284__01__product_model.cif,612,597,575
1081,split__P9WPF3__RHEA_44296__00,train,353,A,B,RHEA:44296,P9WPF3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_009/split__P9WPF3__RHEA_44296__00__reactant/split__P9WPF3__RHEA_44296__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_009/split__P9WPF3__RHEA_44296__00__product/split__P9WPF3__RHEA_44296__00__product_model.cif,613,598,576
1082,split__P9WPF3__RHEA_44300__01,train,353,A,B,RHEA:44300,P9WPF3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_010/split__P9WPF3__RHEA_44300__01__reactant/split__P9WPF3__RHEA_44300__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_010/split__P9WPF3__RHEA_44300__01__product/split__P9WPF3__RHEA_44300__01__product_model.cif,613,598,576
1083,split__P9WPL5__RHEA_43912__01,test,398,A,B,RHEA:43912,P9WPL5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_012/split__P9WPL5__RHEA_43912__01__reactant/split__P9WPL5__RHEA_43912__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_012/split__P9WPL5__RHEA_43912__01__product/split__P9WPL5__RHEA_43912__01__product_model.cif,101,599,93
1084,split__P9WPL5__RHEA_49996__00,test,398,A,B,RHEA:49996,P9WPL5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_011/split__P9WPL5__RHEA_49996__00__reactant/split__P9WPL5__RHEA_49996__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_011/split__P9WPL5__RHEA_49996__00__product/split__P9WPL5__RHEA_49996__00__product_model.cif,101,599,93
1085,split__P9WQB1__RHEA_18405__00,train,371,A,B,RHEA:18405,P9WQB1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_013/split__P9WQB1__RHEA_18405__00__reactant/split__P9WQB1__RHEA_18405__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_013/split__P9WQB1__RHEA_18405__00__product/split__P9WQB1__RHEA_18405__00__product_model.cif,614,600,577
1086,split__Q004B5__RHEA_22940__00,train,356,A,B,RHEA:22940,Q004B5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_014/split__Q004B5__RHEA_22940__00__reactant/split__Q004B5__RHEA_22940__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_014/split__Q004B5__RHEA_22940__00__product/split__Q004B5__RHEA_22940__00__product_model.cif,174,166,162
1087,split__Q004B5__RHEA_27682__01,train,356,A,B,RHEA:27682,Q004B5,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_015/split__Q004B5__RHEA_27682__01__reactant/split__Q004B5__RHEA_27682__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_015/split__Q004B5__RHEA_27682__01__product/split__Q004B5__RHEA_27682__01__product_model.cif,174,166,162
1088,split__Q03154__RHEA_67440__01,train,408,A,B,RHEA:67440,Q03154,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_024/split__Q03154__RHEA_67440__01__reactant/split__Q03154__RHEA_67440__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_024/split__Q03154__RHEA_67440__01__product/split__Q03154__RHEA_67440__01__product_model.cif,615,601,578
1089,split__Q04447__RHEA_17157__00,train,381,A,B,RHEA:17157,Q04447,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_027/split__Q04447__RHEA_17157__00__reactant/split__Q04447__RHEA_17157__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_027/split__Q04447__RHEA_17157__00__product/split__Q04447__RHEA_17157__00__product_model.cif,616,602,579
1090,split__Q04795__RHEA_23776__00,train,404,A,B,RHEA:23776,Q04795,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_028/split__Q04795__RHEA_23776__00__reactant/split__Q04795__RHEA_23776__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_028/split__Q04795__RHEA_23776__00__product/split__Q04795__RHEA_23776__00__product_model.cif,617,603,580
1091,split__Q04HB7__RHEA_22864__00,train,371,A,B,RHEA:22864,Q04HB7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_029/split__Q04HB7__RHEA_22864__00__reactant/split__Q04HB7__RHEA_22864__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_029/split__Q04HB7__RHEA_22864__00__product/split__Q04HB7__RHEA_22864__00__product_model.cif,618,604,581
1092,split__Q05979__RHEA_16813__00,train,453,A,B,RHEA:16813,Q05979,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_032/split__Q05979__RHEA_16813__00__reactant/split__Q05979__RHEA_16813__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_032/split__Q05979__RHEA_16813__00__product/split__Q05979__RHEA_16813__00__product_model.cif,619,605,582
1093,split__Q05979__RHEA_25143__01,train,453,A,B,RHEA:25143,Q05979,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_033/split__Q05979__RHEA_25143__01__reactant/split__Q05979__RHEA_25143__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_033/split__Q05979__RHEA_25143__01__product/split__Q05979__RHEA_25143__01__product_model.cif,619,605,582
1094,split__Q071N0__RHEA_10108__00,train,311,A,B,RHEA:10108,Q071N0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_035/split__Q071N0__RHEA_10108__00__reactant/split__Q071N0__RHEA_10108__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_035/split__Q071N0__RHEA_10108__00__product/split__Q071N0__RHEA_10108__00__product_model.cif,134,130,126
1095,split__Q09756__RHEA_11028__01,train,484,A,B,RHEA:11028,Q09756,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_042/split__Q09756__RHEA_11028__01__reactant/split__Q09756__RHEA_11028__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_042/split__Q09756__RHEA_11028__01__product/split__Q09756__RHEA_11028__01__product_model.cif,620,606,583
1096,split__Q09756__RHEA_16125__02,train,484,A,B,RHEA:16125,Q09756,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_043/split__Q09756__RHEA_16125__02__reactant/split__Q09756__RHEA_16125__02__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_043/split__Q09756__RHEA_16125__02__product/split__Q09756__RHEA_16125__02__product_model.cif,620,606,583
1097,split__Q0C8M4__RHEA_29599__01,train,528,A,B,RHEA:29599,Q0C8M4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_045/split__Q0C8M4__RHEA_29599__01__reactant/split__Q0C8M4__RHEA_29599__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_045/split__Q0C8M4__RHEA_29599__01__product/split__Q0C8M4__RHEA_29599__01__product_model.cif,621,607,584
1098,split__Q0C8M4__RHEA_42368__00,train,528,A,B,RHEA:42368,Q0C8M4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_044/split__Q0C8M4__RHEA_42368__00__reactant/split__Q0C8M4__RHEA_42368__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_044/split__Q0C8M4__RHEA_42368__00__product/split__Q0C8M4__RHEA_42368__00__product_model.cif,621,607,584
1099,split__Q0CRX0__RHEA_74195__00,train,356,A,B,RHEA:74195,Q0CRX0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_048/split__Q0CRX0__RHEA_74195__00__reactant/split__Q0CRX0__RHEA_74195__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_048/split__Q0CRX0__RHEA_74195__00__product/split__Q0CRX0__RHEA_74195__00__product_model.cif,622,608,585
1100,split__Q0CRX0__RHEA_74199__01,train,356,A,B,RHEA:74199,Q0CRX0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_049/split__Q0CRX0__RHEA_74199__01__reactant/split__Q0CRX0__RHEA_74199__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_049/split__Q0CRX0__RHEA_74199__01__product/split__Q0CRX0__RHEA_74199__01__product_model.cif,622,608,585
1101,split__Q0DBF4__RHEA_41464__00,train,510,A,B,RHEA:41464,Q0DBF4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_052/split__Q0DBF4__RHEA_41464__00__reactant/split__Q0DBF4__RHEA_41464__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_052/split__Q0DBF4__RHEA_41464__00__product/split__Q0DBF4__RHEA_41464__00__product_model.cif,623,609,586
1102,split__Q0DBF4__RHEA_55472__01,train,510,A,B,RHEA:55472,Q0DBF4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_053/split__Q0DBF4__RHEA_55472__01__reactant/split__Q0DBF4__RHEA_55472__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_053/split__Q0DBF4__RHEA_55472__01__product/split__Q0DBF4__RHEA_55472__01__product_model.cif,623,609,586
1103,split__Q0GUM3__RHEA_19669__00,train,417,A,B,RHEA:19669,Q0GUM3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_058/split__Q0GUM3__RHEA_19669__00__reactant/split__Q0GUM3__RHEA_19669__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_058/split__Q0GUM3__RHEA_19669__00__product/split__Q0GUM3__RHEA_19669__00__product_model.cif,624,610,587
1104,split__Q0IG34__RHEA_24248__00,train,400,A,B,RHEA:24248,Q0IG34,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_059/split__Q0IG34__RHEA_24248__00__reactant/split__Q0IG34__RHEA_24248__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_059/split__Q0IG34__RHEA_24248__00__product/split__Q0IG34__RHEA_24248__00__product_model.cif,625,611,588
1105,split__Q0IG34__RHEA_65896__01,train,400,A,B,RHEA:65896,Q0IG34,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_060/split__Q0IG34__RHEA_65896__01__reactant/split__Q0IG34__RHEA_65896__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_060/split__Q0IG34__RHEA_65896__01__product/split__Q0IG34__RHEA_65896__01__product_model.cif,625,611,588
1106,split__Q0J290__RHEA_25800__01,train,474,A,B,RHEA:25800,Q0J290,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_062/split__Q0J290__RHEA_25800__01__reactant/split__Q0J290__RHEA_25800__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_062/split__Q0J290__RHEA_25800__01__product/split__Q0J290__RHEA_25800__01__product_model.cif,626,612,589
1107,split__Q0J290__RHEA_25804__00,train,474,A,B,RHEA:25804,Q0J290,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_061/split__Q0J290__RHEA_25804__00__reactant/split__Q0J290__RHEA_25804__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_061/split__Q0J290__RHEA_25804__00__product/split__Q0J290__RHEA_25804__00__product_model.cif,626,612,589
1108,split__Q0J954__RHEA_25804__00,test,492,A,B,RHEA:25804,Q0J954,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_063/split__Q0J954__RHEA_25804__00__reactant/split__Q0J954__RHEA_25804__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_063/split__Q0J954__RHEA_25804__00__product/split__Q0J954__RHEA_25804__00__product_model.cif,627,613,590
1109,split__Q0J954__RHEA_25816__01,test,492,A,B,RHEA:25816,Q0J954,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_064/split__Q0J954__RHEA_25816__01__reactant/split__Q0J954__RHEA_25816__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_064/split__Q0J954__RHEA_25816__01__product/split__Q0J954__RHEA_25816__01__product_model.cif,627,613,590
1110,split__Q0JM17__RHEA_13065__00,train,432,A,B,RHEA:13065,Q0JM17,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_066/split__Q0JM17__RHEA_13065__00__reactant/split__Q0JM17__RHEA_13065__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_066/split__Q0JM17__RHEA_13065__00__product/split__Q0JM17__RHEA_13065__00__product_model.cif,628,614,591
1111,split__Q0K845__RHEA_29595__00,train,493,A,B,RHEA:29595,Q0K845,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_067/split__Q0K845__RHEA_29595__00__reactant/split__Q0K845__RHEA_29595__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_067/split__Q0K845__RHEA_29595__00__product/split__Q0K845__RHEA_29595__00__product_model.cif,629,615,592
1112,split__Q0MVP0__RHEA_18117__01,train,532,A,B,RHEA:18117,Q0MVP0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_071/split__Q0MVP0__RHEA_18117__01__reactant/split__Q0MVP0__RHEA_18117__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_071/split__Q0MVP0__RHEA_18117__01__product/split__Q0MVP0__RHEA_18117__01__product_model.cif,630,616,593
1113,split__Q0MVP0__RHEA_34287__00,train,532,A,B,RHEA:34287,Q0MVP0,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_070/split__Q0MVP0__RHEA_34287__00__reactant/split__Q0MVP0__RHEA_34287__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_070/split__Q0MVP0__RHEA_34287__00__product/split__Q0MVP0__RHEA_34287__00__product_model.cif,630,616,593
1114,split__Q0P8H3__RHEA_23596__00,train,393,A,B,RHEA:23596,Q0P8H3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_072/split__Q0P8H3__RHEA_23596__00__reactant/split__Q0P8H3__RHEA_23596__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_072/split__Q0P8H3__RHEA_23596__00__product/split__Q0P8H3__RHEA_23596__00__product_model.cif,631,617,594
1115,split__Q0P8I7__RHEA_70211__00,train,313,A,B,RHEA:70211,Q0P8I7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_073/split__Q0P8I7__RHEA_70211__00__reactant/split__Q0P8I7__RHEA_70211__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_073/split__Q0P8I7__RHEA_70211__00__product/split__Q0P8I7__RHEA_70211__00__product_model.cif,632,618,595
1116,split__Q0P9D1__RHEA_34159__00,train,195,A,B,RHEA:34159,Q0P9D1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_075/split__Q0P9D1__RHEA_34159__00__reactant/split__Q0P9D1__RHEA_34159__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_075/split__Q0P9D1__RHEA_34159__00__product/split__Q0P9D1__RHEA_34159__00__product_model.cif,633,619,596
1117,split__Q0PCD7__RHEA_37423__00,train,545,A,B,RHEA:37423,Q0PCD7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_076/split__Q0PCD7__RHEA_37423__00__reactant/split__Q0PCD7__RHEA_37423__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_076/split__Q0PCD7__RHEA_37423__00__product/split__Q0PCD7__RHEA_37423__00__product_model.cif,634,620,597
1118,split__Q0PCD7__RHEA_37791__01,train,545,A,B,RHEA:37791,Q0PCD7,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_077/split__Q0PCD7__RHEA_37791__01__reactant/split__Q0PCD7__RHEA_37791__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_077/split__Q0PCD7__RHEA_37791__01__product/split__Q0PCD7__RHEA_37791__01__product_model.cif,634,620,597
1119,split__Q0QLE9__RHEA_17209__00,train,386,A,B,RHEA:17209,Q0QLE9,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_078/split__Q0QLE9__RHEA_17209__00__reactant/split__Q0QLE9__RHEA_17209__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_078/split__Q0QLE9__RHEA_17209__00__product/split__Q0QLE9__RHEA_17209__00__product_model.cif,635,621,598
1120,split__Q0QLF1__RHEA_12236__00,train,330,A,B,RHEA:12236,Q0QLF1,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_079/split__Q0QLF1__RHEA_12236__00__reactant/split__Q0QLF1__RHEA_12236__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_079/split__Q0QLF1__RHEA_12236__00__product/split__Q0QLF1__RHEA_12236__00__product_model.cif,636,622,599
1121,split__Q0QLF2__RHEA_12236__00,train,425,A,B,RHEA:12236,Q0QLF2,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_080/split__Q0QLF2__RHEA_12236__00__reactant/split__Q0QLF2__RHEA_12236__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_080/split__Q0QLF2__RHEA_12236__00__product/split__Q0QLF2__RHEA_12236__00__product_model.cif,637,623,600
1122,split__Q0QLF3__RHEA_12236__00,train,157,A,B,RHEA:12236,Q0QLF3,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_081/split__Q0QLF3__RHEA_12236__00__reactant/split__Q0QLF3__RHEA_12236__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_081/split__Q0QLF3__RHEA_12236__00__product/split__Q0QLF3__RHEA_12236__00__product_model.cif,638,624,601
1123,split__Q0VGK4__RHEA_38975__01,test,314,A,B,RHEA:38975,Q0VGK4,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_083/split__Q0VGK4__RHEA_38975__01__reactant/split__Q0VGK4__RHEA_38975__01__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_083/split__Q0VGK4__RHEA_38975__01__product/split__Q0VGK4__RHEA_38975__01__product_model.cif,639,625,602
1124,split__Q0VZ68__RHEA_15781__00,train,531,A,B,RHEA:15781,Q0VZ68,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/reactant/shard_084/split__Q0VZ68__RHEA_15781__00__reactant/split__Q0VZ68__RHEA_15781__00__reactant_model.cif,/home/ubuntu/amelie/ThermoGFN/runs/rf3_reactzyme_out_smiles_full_sharded_v9/product/shard_084/split__Q0VZ68__RHEA_15781__00__product/split__Q0VZ68__RHEA_15781__00__product_model.cif,640,626,603
