index,stem,source_structure_path,selected_chain,aa_length,structure_length,seq_cluster,structure_cluster,combined_cluster,split
1804,spec_unconditional_monomer_unconditional_monomer_641_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_641_model_1.cif,A,194,194,1787,1796,1779,train
1805,spec_unconditional_monomer_unconditional_monomer_641_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_641_model_2.cif,A,194,194,1788,1797,1780,train
1806,spec_unconditional_monomer_unconditional_monomer_642_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_642_model_0.cif,A,195,195,1789,1798,1781,train
1807,spec_unconditional_monomer_unconditional_monomer_642_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_642_model_1.cif,A,195,195,1790,1799,1782,train
1808,spec_unconditional_monomer_unconditional_monomer_642_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_642_model_2.cif,A,195,195,1791,1800,1783,test
1809,spec_unconditional_monomer_unconditional_monomer_643_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_643_model_0.cif,A,280,280,1792,1801,1784,train
1810,spec_unconditional_monomer_unconditional_monomer_643_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_643_model_1.cif,A,280,280,1793,1802,1785,train
1811,spec_unconditional_monomer_unconditional_monomer_643_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_643_model_2.cif,A,280,280,1794,1803,1786,train
1812,spec_unconditional_monomer_unconditional_monomer_644_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_644_model_0.cif,A,153,153,1795,1804,1787,train
1813,spec_unconditional_monomer_unconditional_monomer_644_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_644_model_1.cif,A,153,153,1796,1805,1788,train
1814,spec_unconditional_monomer_unconditional_monomer_644_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_644_model_2.cif,A,153,153,1797,1806,1789,train
1815,spec_unconditional_monomer_unconditional_monomer_645_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_645_model_0.cif,A,45,45,1798,1807,1790,train
1816,spec_unconditional_monomer_unconditional_monomer_645_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_645_model_1.cif,A,45,45,1799,1808,1791,train
1817,spec_unconditional_monomer_unconditional_monomer_645_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_645_model_2.cif,A,45,45,1800,1809,1792,train
1818,spec_unconditional_monomer_unconditional_monomer_646_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_646_model_0.cif,A,109,109,1690,1810,1683,test
1819,spec_unconditional_monomer_unconditional_monomer_646_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_646_model_1.cif,A,109,109,1801,1811,1793,train
1820,spec_unconditional_monomer_unconditional_monomer_646_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_646_model_2.cif,A,109,109,1802,1812,1794,train
1821,spec_unconditional_monomer_unconditional_monomer_647_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_647_model_0.cif,A,288,288,1803,1813,1795,test
1822,spec_unconditional_monomer_unconditional_monomer_647_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_647_model_1.cif,A,288,288,1804,1814,1796,train
1823,spec_unconditional_monomer_unconditional_monomer_647_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_647_model_2.cif,A,288,288,1805,1815,1797,train
1824,spec_unconditional_monomer_unconditional_monomer_648_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_648_model_0.cif,A,149,149,1806,1816,1798,train
1825,spec_unconditional_monomer_unconditional_monomer_648_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_648_model_1.cif,A,149,149,1807,1817,1799,train
1826,spec_unconditional_monomer_unconditional_monomer_648_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_648_model_2.cif,A,149,149,1808,1818,1800,train
1827,spec_unconditional_monomer_unconditional_monomer_649_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_649_model_0.cif,A,113,113,1809,1819,1801,train
1828,spec_unconditional_monomer_unconditional_monomer_649_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_649_model_1.cif,A,113,113,1810,1820,1802,test
1829,spec_unconditional_monomer_unconditional_monomer_649_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_649_model_2.cif,A,113,113,1811,1821,1803,train
1830,spec_unconditional_monomer_unconditional_monomer_64_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_64_model_0.cif,A,155,155,1812,1822,1804,train
1831,spec_unconditional_monomer_unconditional_monomer_64_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_64_model_1.cif,A,155,155,1813,1823,1805,train
1832,spec_unconditional_monomer_unconditional_monomer_64_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_64_model_2.cif,A,155,155,1814,1824,1806,test
1833,spec_unconditional_monomer_unconditional_monomer_650_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_650_model_0.cif,A,272,272,1815,1825,1807,train
1834,spec_unconditional_monomer_unconditional_monomer_650_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_650_model_1.cif,A,272,272,1816,1826,1808,train
1835,spec_unconditional_monomer_unconditional_monomer_650_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_650_model_2.cif,A,272,272,1817,1827,1809,train
1836,spec_unconditional_monomer_unconditional_monomer_651_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_651_model_0.cif,A,127,127,1818,1828,1810,train
1837,spec_unconditional_monomer_unconditional_monomer_651_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_651_model_1.cif,A,127,127,1819,1829,1811,train
1838,spec_unconditional_monomer_unconditional_monomer_651_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_651_model_2.cif,A,127,127,1820,1830,1812,train
1839,spec_unconditional_monomer_unconditional_monomer_652_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_652_model_0.cif,A,263,263,1821,1831,1813,train
1840,spec_unconditional_monomer_unconditional_monomer_652_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_652_model_1.cif,A,263,263,1822,1832,1814,train
1841,spec_unconditional_monomer_unconditional_monomer_652_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_652_model_2.cif,A,263,263,1823,1833,1815,test
1842,spec_unconditional_monomer_unconditional_monomer_653_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_653_model_0.cif,A,305,305,1824,1834,1816,train
1843,spec_unconditional_monomer_unconditional_monomer_653_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_653_model_1.cif,A,305,305,1825,1835,1817,train
1844,spec_unconditional_monomer_unconditional_monomer_653_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_653_model_2.cif,A,305,305,1826,1836,1818,train
1845,spec_unconditional_monomer_unconditional_monomer_654_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_654_model_0.cif,A,44,44,1827,1837,1819,train
1846,spec_unconditional_monomer_unconditional_monomer_654_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_654_model_1.cif,A,44,44,1828,1838,1820,train
1847,spec_unconditional_monomer_unconditional_monomer_654_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_654_model_2.cif,A,44,44,1829,1839,1821,test
1848,spec_unconditional_monomer_unconditional_monomer_655_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_655_model_0.cif,A,400,400,1830,1840,1822,test
1849,spec_unconditional_monomer_unconditional_monomer_655_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_655_model_1.cif,A,400,400,1831,1841,1823,train
1850,spec_unconditional_monomer_unconditional_monomer_655_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_655_model_2.cif,A,400,400,1832,1842,1824,train
1851,spec_unconditional_monomer_unconditional_monomer_656_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_656_model_0.cif,A,379,379,1833,1843,1825,train
1852,spec_unconditional_monomer_unconditional_monomer_656_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_656_model_1.cif,A,379,379,1834,1844,1826,train
1853,spec_unconditional_monomer_unconditional_monomer_656_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_656_model_2.cif,A,379,379,1835,1845,1827,train
1854,spec_unconditional_monomer_unconditional_monomer_657_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_657_model_0.cif,A,33,33,1836,1846,1828,train
1855,spec_unconditional_monomer_unconditional_monomer_657_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_657_model_1.cif,A,33,33,1837,1847,1829,test
1856,spec_unconditional_monomer_unconditional_monomer_657_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_657_model_2.cif,A,33,33,1838,1848,1830,train
1857,spec_unconditional_monomer_unconditional_monomer_658_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_658_model_0.cif,A,51,51,1839,1849,1831,test
1858,spec_unconditional_monomer_unconditional_monomer_658_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_658_model_1.cif,A,51,51,1840,1850,1832,train
1859,spec_unconditional_monomer_unconditional_monomer_658_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_658_model_2.cif,A,51,51,1841,1851,1833,train
1860,spec_unconditional_monomer_unconditional_monomer_659_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_659_model_0.cif,A,277,277,1842,1852,1834,train
1861,spec_unconditional_monomer_unconditional_monomer_659_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_659_model_1.cif,A,277,277,1843,1853,1835,train
1862,spec_unconditional_monomer_unconditional_monomer_659_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_659_model_2.cif,A,277,277,1844,1854,1836,train
1863,spec_unconditional_monomer_unconditional_monomer_65_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_65_model_0.cif,A,182,182,1845,1855,1837,train
1864,spec_unconditional_monomer_unconditional_monomer_65_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_65_model_1.cif,A,182,182,1846,1856,1838,train
1865,spec_unconditional_monomer_unconditional_monomer_65_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_65_model_2.cif,A,182,182,1847,1857,1839,train
1866,spec_unconditional_monomer_unconditional_monomer_660_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_660_model_0.cif,A,125,125,1848,1858,1840,train
1867,spec_unconditional_monomer_unconditional_monomer_660_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_660_model_1.cif,A,125,125,1849,1859,1841,train
1868,spec_unconditional_monomer_unconditional_monomer_660_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_660_model_2.cif,A,125,125,1850,1860,1842,train
1869,spec_unconditional_monomer_unconditional_monomer_661_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_661_model_0.cif,A,238,238,1851,1861,1843,train
1870,spec_unconditional_monomer_unconditional_monomer_661_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_661_model_1.cif,A,238,238,1852,1862,1844,train
1871,spec_unconditional_monomer_unconditional_monomer_661_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_661_model_2.cif,A,238,238,1853,1863,1845,test
1872,spec_unconditional_monomer_unconditional_monomer_662_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_662_model_0.cif,A,277,277,1854,1864,1846,train
1873,spec_unconditional_monomer_unconditional_monomer_662_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_662_model_1.cif,A,277,277,1855,1865,1847,train
1874,spec_unconditional_monomer_unconditional_monomer_662_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_662_model_2.cif,A,277,277,1856,1866,1848,train
1875,spec_unconditional_monomer_unconditional_monomer_663_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_663_model_0.cif,A,27,27,1857,1867,1849,test
1876,spec_unconditional_monomer_unconditional_monomer_663_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_663_model_1.cif,A,27,27,1858,1868,1850,train
1877,spec_unconditional_monomer_unconditional_monomer_663_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_663_model_2.cif,A,27,27,1859,1869,1851,test
1878,spec_unconditional_monomer_unconditional_monomer_664_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_664_model_0.cif,A,132,132,1860,1870,1852,train
1879,spec_unconditional_monomer_unconditional_monomer_664_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_664_model_1.cif,A,132,132,1861,1871,1853,train
1880,spec_unconditional_monomer_unconditional_monomer_664_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_664_model_2.cif,A,132,132,1862,1872,1854,train
1881,spec_unconditional_monomer_unconditional_monomer_665_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_665_model_0.cif,A,207,207,1863,1873,1855,train
1882,spec_unconditional_monomer_unconditional_monomer_665_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_665_model_1.cif,A,207,207,1864,1874,1856,train
1883,spec_unconditional_monomer_unconditional_monomer_665_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_665_model_2.cif,A,207,207,1865,1875,1857,train
1884,spec_unconditional_monomer_unconditional_monomer_666_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_666_model_0.cif,A,356,356,1866,1876,1858,train
1885,spec_unconditional_monomer_unconditional_monomer_666_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_666_model_1.cif,A,356,356,1867,1877,1859,train
1886,spec_unconditional_monomer_unconditional_monomer_666_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_666_model_2.cif,A,356,356,1255,1878,1252,test
1887,spec_unconditional_monomer_unconditional_monomer_667_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_667_model_0.cif,A,226,226,1868,1879,1860,train
1888,spec_unconditional_monomer_unconditional_monomer_667_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_667_model_1.cif,A,226,226,1869,1880,1861,train
1889,spec_unconditional_monomer_unconditional_monomer_667_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_667_model_2.cif,A,226,226,1870,1881,1862,train
1890,spec_unconditional_monomer_unconditional_monomer_668_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_668_model_0.cif,A,240,240,1871,1882,1863,train
1891,spec_unconditional_monomer_unconditional_monomer_668_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_668_model_1.cif,A,240,240,1872,1883,1864,train
1892,spec_unconditional_monomer_unconditional_monomer_668_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_668_model_2.cif,A,240,240,1873,1884,1865,test
1893,spec_unconditional_monomer_unconditional_monomer_669_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_669_model_0.cif,A,273,273,1874,1885,1866,train
1894,spec_unconditional_monomer_unconditional_monomer_669_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_669_model_1.cif,A,273,273,1875,1886,1867,test
1895,spec_unconditional_monomer_unconditional_monomer_669_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_669_model_2.cif,A,273,273,1876,1887,1868,train
1896,spec_unconditional_monomer_unconditional_monomer_66_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_66_model_0.cif,A,375,375,1877,1888,1869,train
1897,spec_unconditional_monomer_unconditional_monomer_66_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_66_model_1.cif,A,375,375,1878,1889,1870,test
1898,spec_unconditional_monomer_unconditional_monomer_66_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_66_model_2.cif,A,375,375,1879,1890,1871,train
1899,spec_unconditional_monomer_unconditional_monomer_670_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_670_model_0.cif,A,326,326,1880,1891,1872,test
1900,spec_unconditional_monomer_unconditional_monomer_670_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_670_model_1.cif,A,326,326,1881,1892,1873,train
1901,spec_unconditional_monomer_unconditional_monomer_670_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_670_model_2.cif,A,326,326,1882,1893,1874,train
1902,spec_unconditional_monomer_unconditional_monomer_671_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_671_model_0.cif,A,271,271,1883,1894,1875,train
1903,spec_unconditional_monomer_unconditional_monomer_671_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_671_model_1.cif,A,271,271,1884,1895,1876,train
1904,spec_unconditional_monomer_unconditional_monomer_671_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_671_model_2.cif,A,271,271,1885,1896,1877,test
1905,spec_unconditional_monomer_unconditional_monomer_672_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_672_model_0.cif,A,40,40,1886,1897,1878,train
1906,spec_unconditional_monomer_unconditional_monomer_672_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_672_model_1.cif,A,40,40,1887,1898,1879,train
1907,spec_unconditional_monomer_unconditional_monomer_672_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_672_model_2.cif,A,40,40,1888,1899,1880,train
1908,spec_unconditional_monomer_unconditional_monomer_673_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_673_model_0.cif,A,390,390,1889,1900,1881,train
1909,spec_unconditional_monomer_unconditional_monomer_673_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_673_model_1.cif,A,390,390,1890,1901,1882,train
1910,spec_unconditional_monomer_unconditional_monomer_673_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_673_model_2.cif,A,390,390,1891,1902,1883,test
1911,spec_unconditional_monomer_unconditional_monomer_674_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_674_model_0.cif,A,263,263,1892,1903,1884,train
1912,spec_unconditional_monomer_unconditional_monomer_674_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_674_model_1.cif,A,263,263,1893,1904,1885,train
1913,spec_unconditional_monomer_unconditional_monomer_674_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_674_model_2.cif,A,263,263,1894,1905,1886,train
1914,spec_unconditional_monomer_unconditional_monomer_675_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_675_model_0.cif,A,38,38,528,1906,527,test
1915,spec_unconditional_monomer_unconditional_monomer_675_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_675_model_1.cif,A,38,38,1895,1907,1887,train
1916,spec_unconditional_monomer_unconditional_monomer_675_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_675_model_2.cif,A,38,38,1896,1908,1888,train
1917,spec_unconditional_monomer_unconditional_monomer_676_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_676_model_0.cif,A,296,296,1897,1909,1889,train
1918,spec_unconditional_monomer_unconditional_monomer_676_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_676_model_1.cif,A,296,296,1898,1910,1890,train
1919,spec_unconditional_monomer_unconditional_monomer_676_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_676_model_2.cif,A,296,296,1899,1911,1891,train
1920,spec_unconditional_monomer_unconditional_monomer_677_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_677_model_0.cif,A,146,146,1900,1912,1892,train
1921,spec_unconditional_monomer_unconditional_monomer_677_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_677_model_1.cif,A,146,146,1901,1913,1893,train
1922,spec_unconditional_monomer_unconditional_monomer_677_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_677_model_2.cif,A,146,146,1902,1914,1894,train
1923,spec_unconditional_monomer_unconditional_monomer_678_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_678_model_0.cif,A,380,380,1903,1915,1895,train
1924,spec_unconditional_monomer_unconditional_monomer_678_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_678_model_1.cif,A,380,380,1904,1916,1896,train
1925,spec_unconditional_monomer_unconditional_monomer_678_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_678_model_2.cif,A,380,380,1905,1917,1897,train
