index,pair_id,split,sequence_length,protein_chain_id,ligand_chain_id,rhea_id,uniprot_id,reactant_model,product_model,seq_cluster,structure_cluster,combined_cluster
171,B1W019__RHEA-31795,train,335,A,,RHEA:31795,B1W019,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1W019__RHEA-31795__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1W019__RHEA-31795__product.cif,65,154,65
172,B1XJV9__RHEA-22408,train,302,A,,RHEA:22408,B1XJV9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1XJV9__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1XJV9__RHEA-22408__product.cif,66,155,66
173,B1XJV9__RHEA-19361,train,302,A,,RHEA:19361,B1XJV9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1XJV9__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1XJV9__RHEA-19361__product.cif,66,156,66
174,B1XJV9__RHEA-17653,train,302,A,,RHEA:17653,B1XJV9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1XJV9__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1XJV9__RHEA-17653__product.cif,66,157,66
175,B1YAL1__RHEA-11064,train,399,A,,RHEA:11064,B1YAL1,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1YAL1__RHEA-11064__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1YAL1__RHEA-11064__product.cif,67,158,67
176,B1YAL1__RHEA-14729,train,399,A,,RHEA:14729,B1YAL1,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B1YAL1__RHEA-14729__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B1YAL1__RHEA-14729__product.cif,67,159,67
177,B2DBE9__RHEA-22408,train,424,A,,RHEA:22408,B2DBE9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B2DBE9__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B2DBE9__RHEA-22408__product.cif,68,160,68
178,B2DBE9__RHEA-19361,train,424,A,,RHEA:19361,B2DBE9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B2DBE9__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B2DBE9__RHEA-19361__product.cif,68,161,68
179,B2DBE9__RHEA-17653,train,424,A,,RHEA:17653,B2DBE9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B2DBE9__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B2DBE9__RHEA-17653__product.cif,68,162,68
180,B2DEU7__RHEA-10064,train,425,A,,RHEA:10064,B2DEU7,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B2DEU7__RHEA-10064__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B2DEU7__RHEA-10064__product.cif,69,163,69
181,B2KPR3__RHEA-12508,train,371,A,,RHEA:12508,B2KPR3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/B2KPR3__RHEA-12508__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/B2KPR3__RHEA-12508__product.cif,70,164,70
